subsystem,versions,an_type,cm_type,proportion
packages_apps_Exchange,A5.1.0_A6.0.0_CM12.1,body,body,0.05555555555555555
packages_apps_Exchange,A5.1.0_A6.0.0_CM12.1,body,deleted,0.0
packages_apps_Exchange,A5.1.0_A6.0.0_CM12.1,deleted,refactored,0.0
packages_apps_Exchange,A5.1.0_A6.0.0_CM12.1,deleted,argument,0.0
packages_apps_Exchange,A5.1.0_A6.0.0_CM12.1,deleted,body,0.0
packages_apps_Exchange,A5.1.0_A6.0.0_CM12.1,deleted,deleted,0.0
packages_apps_Gallery2,A4.2_A4.3_CM10.1,identical,refactored,0.0
packages_apps_Gallery2,A4.2_A4.3_CM10.1,identical,argument,0.0
packages_apps_Gallery2,A4.2_A4.3_CM10.1,identical,body,0.0847457627118644
packages_apps_Gallery2,A4.2_A4.3_CM10.1,identical,deleted,0.01694915254237288
packages_apps_Gallery2,A4.2_A4.3_CM10.1,refactored,refactored,0.0
packages_apps_Gallery2,A4.2_A4.3_CM10.1,refactored,argument,0.0
packages_apps_Gallery2,A4.2_A4.3_CM10.1,refactored,body,0.01694915254237288
packages_apps_Gallery2,A4.2_A4.3_CM10.1,refactored,deleted,0.0
packages_apps_Gallery2,A4.2_A4.3_CM10.1,argument,refactored,0.0
packages_apps_Gallery2,A4.2_A4.3_CM10.1,argument,argument,0.0
packages_apps_Gallery2,A4.2_A4.3_CM10.1,argument,body,0.05084745762711865
packages_apps_Gallery2,A4.2_A4.3_CM10.1,argument,deleted,0.0
packages_apps_Gallery2,A4.2_A4.3_CM10.1,body,refactored,0.0
packages_apps_Gallery2,A4.2_A4.3_CM10.1,body,argument,0.01694915254237288
packages_apps_Gallery2,A4.2_A4.3_CM10.1,body,body,0.22033898305084745
packages_apps_Gallery2,A4.2_A4.3_CM10.1,body,deleted,0.0
packages_apps_Gallery2,A4.2_A4.3_CM10.1,deleted,refactored,0.0
packages_apps_Gallery2,A4.2_A4.3_CM10.1,deleted,argument,0.0
packages_apps_Gallery2,A4.2_A4.3_CM10.1,deleted,body,0.4915254237288136
packages_apps_Gallery2,A4.2_A4.3_CM10.1,deleted,deleted,0.1016949152542373
packages_apps_Gallery2,A4.3_A4.4_CM10.2,identical,refactored,0.0
packages_apps_Gallery2,A4.3_A4.4_CM10.2,identical,argument,0.0
packages_apps_Gallery2,A4.3_A4.4_CM10.2,identical,body,0.1968503937007874
packages_apps_Gallery2,A4.3_A4.4_CM10.2,identical,deleted,0.031496062992125984
packages_apps_Gallery2,A4.3_A4.4_CM10.2,refactored,refactored,0.0
packages_apps_Gallery2,A4.3_A4.4_CM10.2,refactored,argument,0.0
packages_apps_Gallery2,A4.3_A4.4_CM10.2,refactored,body,0.0
packages_apps_Gallery2,A4.3_A4.4_CM10.2,refactored,deleted,0.0
packages_apps_Gallery2,A4.3_A4.4_CM10.2,argument,refactored,0.0
packages_apps_Gallery2,A4.3_A4.4_CM10.2,argument,argument,0.0
packages_apps_Gallery2,A4.3_A4.4_CM10.2,argument,body,0.007874015748031496
packages_apps_Gallery2,A4.3_A4.4_CM10.2,argument,deleted,0.0
packages_apps_Gallery2,A4.3_A4.4_CM10.2,body,refactored,0.0
packages_apps_Gallery2,A4.3_A4.4_CM10.2,body,argument,0.003937007874015748
packages_apps_Gallery2,A4.3_A4.4_CM10.2,body,body,0.051181102362204724
packages_apps_Gallery2,A4.3_A4.4_CM10.2,body,deleted,0.0
packages_apps_Gallery2,A4.3_A4.4_CM10.2,deleted,refactored,0.003937007874015748
packages_apps_Gallery2,A4.3_A4.4_CM10.2,deleted,argument,0.01968503937007874
packages_apps_Gallery2,A4.3_A4.4_CM10.2,deleted,body,0.6653543307086615
packages_apps_Gallery2,A4.3_A4.4_CM10.2,deleted,deleted,0.01968503937007874
packages_apps_Gallery2,A4.4_A5.0.0_CM11.0,identical,refactored,0.01818181818181818
packages_apps_Gallery2,A4.4_A5.0.0_CM11.0,identical,argument,0.01818181818181818
packages_apps_Gallery2,A4.4_A5.0.0_CM11.0,identical,body,0.9181818181818182
packages_apps_Gallery2,A4.4_A5.0.0_CM11.0,identical,deleted,0.02727272727272727
packages_apps_Gallery2,A4.4_A5.0.0_CM11.0,refactored,refactored,0.0
packages_apps_Gallery2,A4.4_A5.0.0_CM11.0,refactored,argument,0.0
packages_apps_Gallery2,A4.4_A5.0.0_CM11.0,refactored,body,0.0
packages_apps_Gallery2,A4.4_A5.0.0_CM11.0,refactored,deleted,0.0
packages_apps_Gallery2,A4.4_A5.0.0_CM11.0,argument,refactored,0.0
packages_apps_Gallery2,A4.4_A5.0.0_CM11.0,argument,argument,0.0
packages_apps_Gallery2,A4.4_A5.0.0_CM11.0,argument,body,0.0
packages_apps_Gallery2,A4.4_A5.0.0_CM11.0,argument,deleted,0.0
packages_apps_Gallery2,A4.4_A5.0.0_CM11.0,body,refactored,0.0
packages_apps_Gallery2,A4.4_A5.0.0_CM11.0,body,argument,0.0
packages_apps_Gallery2,A4.4_A5.0.0_CM11.0,body,body,0.01818181818181818
packages_apps_Gallery2,A4.4_A5.0.0_CM11.0,body,deleted,0.0
packages_apps_Gallery2,A4.4_A5.0.0_CM11.0,deleted,refactored,0.0
packages_apps_Gallery2,A4.4_A5.0.0_CM11.0,deleted,argument,0.0
packages_apps_Gallery2,A4.4_A5.0.0_CM11.0,deleted,body,0.0
packages_apps_Gallery2,A4.4_A5.0.0_CM11.0,deleted,deleted,0.0
packages_apps_Gallery2,A5.0.0_A5.1.0_CM12.0,identical,refactored,0.023076923076923078
packages_apps_Gallery2,A5.0.0_A5.1.0_CM12.0,identical,argument,0.007692307692307693
packages_apps_Gallery2,A5.0.0_A5.1.0_CM12.0,identical,body,0.9384615384615385
packages_apps_Gallery2,A5.0.0_A5.1.0_CM12.0,identical,deleted,0.03076923076923077
packages_apps_Gallery2,A5.0.0_A5.1.0_CM12.0,refactored,refactored,0.0
packages_apps_Gallery2,A5.0.0_A5.1.0_CM12.0,refactored,argument,0.0
packages_apps_Gallery2,A5.0.0_A5.1.0_CM12.0,refactored,body,0.0
packages_apps_Gallery2,A5.0.0_A5.1.0_CM12.0,refactored,deleted,0.0
packages_apps_Gallery2,A5.0.0_A5.1.0_CM12.0,argument,refactored,0.0
packages_apps_Gallery2,A5.0.0_A5.1.0_CM12.0,argument,argument,0.0
packages_apps_Gallery2,A5.0.0_A5.1.0_CM12.0,argument,body,0.0
packages_apps_Gallery2,A5.0.0_A5.1.0_CM12.0,argument,deleted,0.0
packages_apps_Gallery2,A5.0.0_A5.1.0_CM12.0,body,refactored,0.0
packages_apps_Gallery2,A5.0.0_A5.1.0_CM12.0,body,argument,0.0
packages_apps_Gallery2,A5.0.0_A5.1.0_CM12.0,body,body,0.0
packages_apps_Gallery2,A5.0.0_A5.1.0_CM12.0,body,deleted,0.0
packages_apps_Gallery2,A5.0.0_A5.1.0_CM12.0,deleted,refactored,0.0
packages_apps_Gallery2,A5.0.0_A5.1.0_CM12.0,deleted,argument,0.0
packages_apps_Gallery2,A5.0.0_A5.1.0_CM12.0,deleted,body,0.0
packages_apps_Gallery2,A5.0.0_A5.1.0_CM12.0,deleted,deleted,0.0
packages_apps_Gallery2,A5.1.0_A6.0.0_CM12.1,identical,refactored,0.00975609756097561
packages_apps_Gallery2,A5.1.0_A6.0.0_CM12.1,identical,argument,0.01951219512195122
packages_apps_Gallery2,A5.1.0_A6.0.0_CM12.1,identical,body,0.9512195121951219
packages_apps_Gallery2,A5.1.0_A6.0.0_CM12.1,identical,deleted,0.01951219512195122
packages_apps_Gallery2,A5.1.0_A6.0.0_CM12.1,refactored,refactored,0.0
packages_apps_Gallery2,A5.1.0_A6.0.0_CM12.1,refactored,argument,0.0
packages_apps_Gallery2,A5.1.0_A6.0.0_CM12.1,refactored,body,0.0
packages_apps_Gallery2,A5.1.0_A6.0.0_CM12.1,refactored,deleted,0.0
packages_apps_Gallery2,A5.1.0_A6.0.0_CM12.1,argument,refactored,0.0
packages_apps_Gallery2,A5.1.0_A6.0.0_CM12.1,argument,argument,0.0
packages_apps_Gallery2,A5.1.0_A6.0.0_CM12.1,argument,body,0.0
packages_apps_Gallery2,A5.1.0_A6.0.0_CM12.1,argument,deleted,0.0
packages_apps_Gallery2,A5.1.0_A6.0.0_CM12.1,body,refactored,0.0
packages_apps_Gallery2,A5.1.0_A6.0.0_CM12.1,body,argument,0.0
packages_apps_Gallery2,A5.1.0_A6.0.0_CM12.1,body,body,0.0
packages_apps_Gallery2,A5.1.0_A6.0.0_CM12.1,body,deleted,0.0
packages_apps_Gallery2,A5.1.0_A6.0.0_CM12.1,deleted,refactored,0.0
packages_apps_Gallery2,A5.1.0_A6.0.0_CM12.1,deleted,argument,0.0
packages_apps_Gallery2,A5.1.0_A6.0.0_CM12.1,deleted,body,0.0
packages_apps_Gallery2,A5.1.0_A6.0.0_CM12.1,deleted,deleted,0.0
packages_apps_Gallery2,A6.0.0_A7.0.0_CM13.0,identical,refactored,0.0106951871657754
packages_apps_Gallery2,A6.0.0_A7.0.0_CM13.0,identical,argument,0.0213903743315508
packages_apps_Gallery2,A6.0.0_A7.0.0_CM13.0,identical,body,0.946524064171123
packages_apps_Gallery2,A6.0.0_A7.0.0_CM13.0,identical,deleted,0.0213903743315508
packages_apps_Gallery2,A6.0.0_A7.0.0_CM13.0,refactored,refactored,0.0
packages_apps_Gallery2,A6.0.0_A7.0.0_CM13.0,refactored,argument,0.0
packages_apps_Gallery2,A6.0.0_A7.0.0_CM13.0,refactored,body,0.0
packages_apps_Gallery2,A6.0.0_A7.0.0_CM13.0,refactored,deleted,0.0
packages_apps_Gallery2,A6.0.0_A7.0.0_CM13.0,argument,refactored,0.0
packages_apps_Gallery2,A6.0.0_A7.0.0_CM13.0,argument,argument,0.0
packages_apps_Gallery2,A6.0.0_A7.0.0_CM13.0,argument,body,0.0
packages_apps_Gallery2,A6.0.0_A7.0.0_CM13.0,argument,deleted,0.0
packages_apps_Gallery2,A6.0.0_A7.0.0_CM13.0,body,refactored,0.0
packages_apps_Gallery2,A6.0.0_A7.0.0_CM13.0,body,argument,0.0
packages_apps_Gallery2,A6.0.0_A7.0.0_CM13.0,body,body,0.0
packages_apps_Gallery2,A6.0.0_A7.0.0_CM13.0,body,deleted,0.0
packages_apps_Gallery2,A6.0.0_A7.0.0_CM13.0,deleted,refactored,0.0
packages_apps_Gallery2,A6.0.0_A7.0.0_CM13.0,deleted,argument,0.0
packages_apps_Gallery2,A6.0.0_A7.0.0_CM13.0,deleted,body,0.0
packages_apps_Gallery2,A6.0.0_A7.0.0_CM13.0,deleted,deleted,0.0
packages_apps_Gallery2,A7.0.0_A7.1.0_CM14.0,identical,refactored,0.017241379310344827
packages_apps_Gallery2,A7.0.0_A7.1.0_CM14.0,identical,argument,0.034482758620689655
packages_apps_Gallery2,A7.0.0_A7.1.0_CM14.0,identical,body,0.9353448275862069
packages_apps_Gallery2,A7.0.0_A7.1.0_CM14.0,identical,deleted,0.01293103448275862
packages_apps_Gallery2,A7.0.0_A7.1.0_CM14.0,refactored,refactored,0.0
packages_apps_Gallery2,A7.0.0_A7.1.0_CM14.0,refactored,argument,0.0
packages_apps_Gallery2,A7.0.0_A7.1.0_CM14.0,refactored,body,0.0
packages_apps_Gallery2,A7.0.0_A7.1.0_CM14.0,refactored,deleted,0.0
packages_apps_Gallery2,A7.0.0_A7.1.0_CM14.0,argument,refactored,0.0
packages_apps_Gallery2,A7.0.0_A7.1.0_CM14.0,argument,argument,0.0
packages_apps_Gallery2,A7.0.0_A7.1.0_CM14.0,argument,body,0.0
packages_apps_Gallery2,A7.0.0_A7.1.0_CM14.0,argument,deleted,0.0
packages_apps_Gallery2,A7.0.0_A7.1.0_CM14.0,body,refactored,0.0
packages_apps_Gallery2,A7.0.0_A7.1.0_CM14.0,body,argument,0.0
packages_apps_Gallery2,A7.0.0_A7.1.0_CM14.0,body,body,0.0
packages_apps_Gallery2,A7.0.0_A7.1.0_CM14.0,body,deleted,0.0
packages_apps_Gallery2,A7.0.0_A7.1.0_CM14.0,deleted,refactored,0.0
packages_apps_Gallery2,A7.0.0_A7.1.0_CM14.0,deleted,argument,0.0
packages_apps_Gallery2,A7.0.0_A7.1.0_CM14.0,deleted,body,0.0
packages_apps_Gallery2,A7.0.0_A7.1.0_CM14.0,deleted,deleted,0.0
packages_apps_HTMLViewer,A4.4_A5.0.0_CM11.0,identical,refactored,0.0
packages_apps_HTMLViewer,A4.4_A5.0.0_CM11.0,identical,argument,0.0
packages_apps_HTMLViewer,A4.4_A5.0.0_CM11.0,identical,body,0.0
packages_apps_HTMLViewer,A4.4_A5.0.0_CM11.0,identical,deleted,0.0
packages_apps_HTMLViewer,A4.4_A5.0.0_CM11.0,refactored,refactored,0.0
packages_apps_HTMLViewer,A4.4_A5.0.0_CM11.0,refactored,argument,0.0
packages_apps_HTMLViewer,A4.4_A5.0.0_CM11.0,refactored,body,0.0
packages_apps_HTMLViewer,A4.4_A5.0.0_CM11.0,refactored,deleted,0.0
packages_apps_HTMLViewer,A4.4_A5.0.0_CM11.0,argument,refactored,0.0
packages_apps_HTMLViewer,A4.4_A5.0.0_CM11.0,argument,argument,0.0
packages_apps_HTMLViewer,A4.4_A5.0.0_CM11.0,argument,body,0.0
packages_apps_HTMLViewer,A4.4_A5.0.0_CM11.0,argument,deleted,0.0
packages_apps_HTMLViewer,A4.4_A5.0.0_CM11.0,body,refactored,0.0
packages_apps_HTMLViewer,A4.4_A5.0.0_CM11.0,body,argument,0.0
packages_apps_HTMLViewer,A4.4_A5.0.0_CM11.0,body,body,1.0
packages_apps_HTMLViewer,A4.4_A5.0.0_CM11.0,body,deleted,0.0
packages_apps_HTMLViewer,A4.4_A5.0.0_CM11.0,deleted,refactored,0.0
packages_apps_HTMLViewer,A4.4_A5.0.0_CM11.0,deleted,argument,0.0
packages_apps_HTMLViewer,A4.4_A5.0.0_CM11.0,deleted,body,0.0
packages_apps_HTMLViewer,A4.4_A5.0.0_CM11.0,deleted,deleted,0.0
packages_apps_HTMLViewer,A6.0.0_A7.0.0_CM13.0,identical,refactored,0.0
packages_apps_HTMLViewer,A6.0.0_A7.0.0_CM13.0,identical,argument,0.0
packages_apps_HTMLViewer,A6.0.0_A7.0.0_CM13.0,identical,body,0.0
packages_apps_HTMLViewer,A6.0.0_A7.0.0_CM13.0,identical,deleted,0.0
packages_apps_HTMLViewer,A6.0.0_A7.0.0_CM13.0,refactored,refactored,0.0
packages_apps_HTMLViewer,A6.0.0_A7.0.0_CM13.0,refactored,argument,0.0
packages_apps_HTMLViewer,A6.0.0_A7.0.0_CM13.0,refactored,body,0.0
packages_apps_HTMLViewer,A6.0.0_A7.0.0_CM13.0,refactored,deleted,0.0
packages_apps_HTMLViewer,A6.0.0_A7.0.0_CM13.0,argument,refactored,0.0
packages_apps_HTMLViewer,A6.0.0_A7.0.0_CM13.0,argument,argument,0.0
packages_apps_HTMLViewer,A6.0.0_A7.0.0_CM13.0,argument,body,0.0
packages_apps_HTMLViewer,A6.0.0_A7.0.0_CM13.0,argument,deleted,0.0
packages_apps_HTMLViewer,A6.0.0_A7.0.0_CM13.0,body,refactored,1.0
packages_apps_HTMLViewer,A6.0.0_A7.0.0_CM13.0,body,argument,0.0
packages_apps_HTMLViewer,A6.0.0_A7.0.0_CM13.0,body,body,0.0
packages_apps_HTMLViewer,A6.0.0_A7.0.0_CM13.0,body,deleted,0.0
packages_apps_HTMLViewer,A6.0.0_A7.0.0_CM13.0,deleted,refactored,0.0
packages_apps_HTMLViewer,A6.0.0_A7.0.0_CM13.0,deleted,argument,0.0
packages_apps_HTMLViewer,A6.0.0_A7.0.0_CM13.0,deleted,body,0.0
packages_apps_HTMLViewer,A6.0.0_A7.0.0_CM13.0,deleted,deleted,0.0
packages_apps_InCallUI,A4.4_A5.0.0_CM11.0,identical,refactored,0.0
packages_apps_InCallUI,A4.4_A5.0.0_CM11.0,identical,argument,0.0
packages_apps_InCallUI,A4.4_A5.0.0_CM11.0,identical,body,0.09523809523809523
packages_apps_InCallUI,A4.4_A5.0.0_CM11.0,identical,deleted,0.011904761904761904
packages_apps_InCallUI,A4.4_A5.0.0_CM11.0,refactored,refactored,0.0
packages_apps_InCallUI,A4.4_A5.0.0_CM11.0,refactored,argument,0.023809523809523808
packages_apps_InCallUI,A4.4_A5.0.0_CM11.0,refactored,body,0.05952380952380952
packages_apps_InCallUI,A4.4_A5.0.0_CM11.0,refactored,deleted,0.0
packages_apps_InCallUI,A4.4_A5.0.0_CM11.0,argument,refactored,0.0
packages_apps_InCallUI,A4.4_A5.0.0_CM11.0,argument,argument,0.023809523809523808
packages_apps_InCallUI,A4.4_A5.0.0_CM11.0,argument,body,0.03571428571428571
packages_apps_InCallUI,A4.4_A5.0.0_CM11.0,argument,deleted,0.0
packages_apps_InCallUI,A4.4_A5.0.0_CM11.0,body,refactored,0.023809523809523808
packages_apps_InCallUI,A4.4_A5.0.0_CM11.0,body,argument,0.03571428571428571
packages_apps_InCallUI,A4.4_A5.0.0_CM11.0,body,body,0.5
packages_apps_InCallUI,A4.4_A5.0.0_CM11.0,body,deleted,0.0
packages_apps_InCallUI,A4.4_A5.0.0_CM11.0,deleted,refactored,0.0
packages_apps_InCallUI,A4.4_A5.0.0_CM11.0,deleted,argument,0.03571428571428571
packages_apps_InCallUI,A4.4_A5.0.0_CM11.0,deleted,body,0.14285714285714285
packages_apps_InCallUI,A4.4_A5.0.0_CM11.0,deleted,deleted,0.011904761904761904
packages_apps_InCallUI,A5.0.0_A5.1.0_CM12.0,identical,refactored,0.03355704697986577
packages_apps_InCallUI,A5.0.0_A5.1.0_CM12.0,identical,argument,0.053691275167785234
packages_apps_InCallUI,A5.0.0_A5.1.0_CM12.0,identical,body,0.5637583892617449
packages_apps_InCallUI,A5.0.0_A5.1.0_CM12.0,identical,deleted,0.040268456375838924
packages_apps_InCallUI,A5.0.0_A5.1.0_CM12.0,refactored,refactored,0.006711409395973154
packages_apps_InCallUI,A5.0.0_A5.1.0_CM12.0,refactored,argument,0.006711409395973154
packages_apps_InCallUI,A5.0.0_A5.1.0_CM12.0,refactored,body,0.006711409395973154
packages_apps_InCallUI,A5.0.0_A5.1.0_CM12.0,refactored,deleted,0.0
packages_apps_InCallUI,A5.0.0_A5.1.0_CM12.0,argument,refactored,0.0
packages_apps_InCallUI,A5.0.0_A5.1.0_CM12.0,argument,argument,0.026845637583892617
packages_apps_InCallUI,A5.0.0_A5.1.0_CM12.0,argument,body,0.013422818791946308
packages_apps_InCallUI,A5.0.0_A5.1.0_CM12.0,argument,deleted,0.0
packages_apps_InCallUI,A5.0.0_A5.1.0_CM12.0,body,refactored,0.0
packages_apps_InCallUI,A5.0.0_A5.1.0_CM12.0,body,argument,0.006711409395973154
packages_apps_InCallUI,A5.0.0_A5.1.0_CM12.0,body,body,0.15436241610738255
packages_apps_InCallUI,A5.0.0_A5.1.0_CM12.0,body,deleted,0.0
packages_apps_InCallUI,A5.0.0_A5.1.0_CM12.0,deleted,refactored,0.006711409395973154
packages_apps_InCallUI,A5.0.0_A5.1.0_CM12.0,deleted,argument,0.0
packages_apps_InCallUI,A5.0.0_A5.1.0_CM12.0,deleted,body,0.006711409395973154
packages_apps_InCallUI,A5.0.0_A5.1.0_CM12.0,deleted,deleted,0.0738255033557047
packages_apps_InCallUI,A5.1.0_A6.0.0_CM12.1,identical,refactored,0.007751937984496124
packages_apps_InCallUI,A5.1.0_A6.0.0_CM12.1,identical,argument,0.031007751937984496
packages_apps_InCallUI,A5.1.0_A6.0.0_CM12.1,identical,body,0.13178294573643412
packages_apps_InCallUI,A5.1.0_A6.0.0_CM12.1,identical,deleted,0.015503875968992248
packages_apps_InCallUI,A5.1.0_A6.0.0_CM12.1,refactored,refactored,0.015503875968992248
packages_apps_InCallUI,A5.1.0_A6.0.0_CM12.1,refactored,argument,0.0
packages_apps_InCallUI,A5.1.0_A6.0.0_CM12.1,refactored,body,0.06976744186046512
packages_apps_InCallUI,A5.1.0_A6.0.0_CM12.1,refactored,deleted,0.0
packages_apps_InCallUI,A5.1.0_A6.0.0_CM12.1,argument,refactored,0.0
packages_apps_InCallUI,A5.1.0_A6.0.0_CM12.1,argument,argument,0.05426356589147287
packages_apps_InCallUI,A5.1.0_A6.0.0_CM12.1,argument,body,0.007751937984496124
packages_apps_InCallUI,A5.1.0_A6.0.0_CM12.1,argument,deleted,0.0
packages_apps_InCallUI,A5.1.0_A6.0.0_CM12.1,body,refactored,0.015503875968992248
packages_apps_InCallUI,A5.1.0_A6.0.0_CM12.1,body,argument,0.007751937984496124
packages_apps_InCallUI,A5.1.0_A6.0.0_CM12.1,body,body,0.49612403100775193
packages_apps_InCallUI,A5.1.0_A6.0.0_CM12.1,body,deleted,0.0
packages_apps_InCallUI,A5.1.0_A6.0.0_CM12.1,deleted,refactored,0.007751937984496124
packages_apps_InCallUI,A5.1.0_A6.0.0_CM12.1,deleted,argument,0.023255813953488372
packages_apps_InCallUI,A5.1.0_A6.0.0_CM12.1,deleted,body,0.08527131782945736
packages_apps_InCallUI,A5.1.0_A6.0.0_CM12.1,deleted,deleted,0.031007751937984496
packages_apps_KeyChain,A4.4_A5.0.0_CM11.0,identical,refactored,0.0
packages_apps_KeyChain,A4.4_A5.0.0_CM11.0,identical,argument,0.0
packages_apps_KeyChain,A4.4_A5.0.0_CM11.0,identical,body,0.0
packages_apps_KeyChain,A4.4_A5.0.0_CM11.0,identical,deleted,0.0
packages_apps_KeyChain,A4.4_A5.0.0_CM11.0,refactored,refactored,0.0
packages_apps_KeyChain,A4.4_A5.0.0_CM11.0,refactored,argument,0.0
packages_apps_KeyChain,A4.4_A5.0.0_CM11.0,refactored,body,0.0
packages_apps_KeyChain,A4.4_A5.0.0_CM11.0,refactored,deleted,0.0
packages_apps_KeyChain,A4.4_A5.0.0_CM11.0,argument,refactored,0.0
packages_apps_KeyChain,A4.4_A5.0.0_CM11.0,argument,argument,0.0
packages_apps_KeyChain,A4.4_A5.0.0_CM11.0,argument,body,0.0
packages_apps_KeyChain,A4.4_A5.0.0_CM11.0,argument,deleted,0.0
packages_apps_KeyChain,A4.4_A5.0.0_CM11.0,body,refactored,0.0
packages_apps_KeyChain,A4.4_A5.0.0_CM11.0,body,argument,0.0
packages_apps_KeyChain,A4.4_A5.0.0_CM11.0,body,body,1.0
packages_apps_KeyChain,A4.4_A5.0.0_CM11.0,body,deleted,0.0
packages_apps_KeyChain,A4.4_A5.0.0_CM11.0,deleted,refactored,0.0
packages_apps_KeyChain,A4.4_A5.0.0_CM11.0,deleted,argument,0.0
packages_apps_KeyChain,A4.4_A5.0.0_CM11.0,deleted,body,0.0
packages_apps_KeyChain,A4.4_A5.0.0_CM11.0,deleted,deleted,0.0
packages_apps_KeyChain,A6.0.0_A7.0.0_CM13.0,identical,refactored,0.0
packages_apps_KeyChain,A6.0.0_A7.0.0_CM13.0,identical,argument,0.0
packages_apps_KeyChain,A6.0.0_A7.0.0_CM13.0,identical,body,0.0
packages_apps_KeyChain,A6.0.0_A7.0.0_CM13.0,identical,deleted,0.0
packages_apps_KeyChain,A6.0.0_A7.0.0_CM13.0,refactored,refactored,0.0
packages_apps_KeyChain,A6.0.0_A7.0.0_CM13.0,refactored,argument,0.0
packages_apps_KeyChain,A6.0.0_A7.0.0_CM13.0,refactored,body,0.0
packages_apps_KeyChain,A6.0.0_A7.0.0_CM13.0,refactored,deleted,0.0
packages_apps_KeyChain,A6.0.0_A7.0.0_CM13.0,argument,refactored,0.0
packages_apps_KeyChain,A6.0.0_A7.0.0_CM13.0,argument,argument,0.0
packages_apps_KeyChain,A6.0.0_A7.0.0_CM13.0,argument,body,0.0
packages_apps_KeyChain,A6.0.0_A7.0.0_CM13.0,argument,deleted,0.0
packages_apps_KeyChain,A6.0.0_A7.0.0_CM13.0,body,refactored,0.0
packages_apps_KeyChain,A6.0.0_A7.0.0_CM13.0,body,argument,0.0
packages_apps_KeyChain,A6.0.0_A7.0.0_CM13.0,body,body,1.0
packages_apps_KeyChain,A6.0.0_A7.0.0_CM13.0,body,deleted,0.0
packages_apps_KeyChain,A6.0.0_A7.0.0_CM13.0,deleted,refactored,0.0
packages_apps_KeyChain,A6.0.0_A7.0.0_CM13.0,deleted,argument,0.0
packages_apps_KeyChain,A6.0.0_A7.0.0_CM13.0,deleted,body,0.0
packages_apps_KeyChain,A6.0.0_A7.0.0_CM13.0,deleted,deleted,0.0
packages_apps_ManagedProvisioning,A5.0.0_A5.1.0_CM12.0,identical,refactored,0.0
packages_apps_ManagedProvisioning,A5.0.0_A5.1.0_CM12.0,identical,argument,0.0
packages_apps_ManagedProvisioning,A5.0.0_A5.1.0_CM12.0,identical,body,0.0
packages_apps_ManagedProvisioning,A5.0.0_A5.1.0_CM12.0,identical,deleted,0.0
packages_apps_ManagedProvisioning,A5.0.0_A5.1.0_CM12.0,refactored,refactored,0.0
packages_apps_ManagedProvisioning,A5.0.0_A5.1.0_CM12.0,refactored,argument,0.0
packages_apps_ManagedProvisioning,A5.0.0_A5.1.0_CM12.0,refactored,body,0.0
packages_apps_ManagedProvisioning,A5.0.0_A5.1.0_CM12.0,refactored,deleted,0.0
packages_apps_ManagedProvisioning,A5.0.0_A5.1.0_CM12.0,argument,refactored,0.0
packages_apps_ManagedProvisioning,A5.0.0_A5.1.0_CM12.0,argument,argument,0.0
packages_apps_ManagedProvisioning,A5.0.0_A5.1.0_CM12.0,argument,body,0.0
packages_apps_ManagedProvisioning,A5.0.0_A5.1.0_CM12.0,argument,deleted,0.0
packages_apps_ManagedProvisioning,A5.0.0_A5.1.0_CM12.0,body,refactored,0.0
packages_apps_ManagedProvisioning,A5.0.0_A5.1.0_CM12.0,body,argument,0.0
packages_apps_ManagedProvisioning,A5.0.0_A5.1.0_CM12.0,body,body,1.0
packages_apps_ManagedProvisioning,A5.0.0_A5.1.0_CM12.0,body,deleted,0.0
packages_apps_ManagedProvisioning,A5.0.0_A5.1.0_CM12.0,deleted,refactored,0.0
packages_apps_ManagedProvisioning,A5.0.0_A5.1.0_CM12.0,deleted,argument,0.0
packages_apps_ManagedProvisioning,A5.0.0_A5.1.0_CM12.0,deleted,body,0.0
packages_apps_ManagedProvisioning,A5.0.0_A5.1.0_CM12.0,deleted,deleted,0.0
packages_apps_ManagedProvisioning,A5.1.0_A6.0.0_CM12.1,identical,refactored,0.0
packages_apps_ManagedProvisioning,A5.1.0_A6.0.0_CM12.1,identical,argument,0.0
packages_apps_ManagedProvisioning,A5.1.0_A6.0.0_CM12.1,identical,body,0.0
packages_apps_ManagedProvisioning,A5.1.0_A6.0.0_CM12.1,identical,deleted,0.0
packages_apps_ManagedProvisioning,A5.1.0_A6.0.0_CM12.1,refactored,refactored,0.0
packages_apps_ManagedProvisioning,A5.1.0_A6.0.0_CM12.1,refactored,argument,0.0
packages_apps_ManagedProvisioning,A5.1.0_A6.0.0_CM12.1,refactored,body,0.11538461538461539
packages_apps_ManagedProvisioning,A5.1.0_A6.0.0_CM12.1,refactored,deleted,0.0
packages_apps_ManagedProvisioning,A5.1.0_A6.0.0_CM12.1,argument,refactored,0.0
packages_apps_ManagedProvisioning,A5.1.0_A6.0.0_CM12.1,argument,argument,0.0
packages_apps_ManagedProvisioning,A5.1.0_A6.0.0_CM12.1,argument,body,0.0
packages_apps_ManagedProvisioning,A5.1.0_A6.0.0_CM12.1,argument,deleted,0.0
packages_apps_ManagedProvisioning,A5.1.0_A6.0.0_CM12.1,body,refactored,0.0
packages_apps_ManagedProvisioning,A5.1.0_A6.0.0_CM12.1,body,argument,0.0
packages_apps_ManagedProvisioning,A5.1.0_A6.0.0_CM12.1,body,body,0.6538461538461539
packages_apps_ManagedProvisioning,A5.1.0_A6.0.0_CM12.1,body,deleted,0.0
